Posting_Date,Loan_No,Loan_Product_Type,Interest_Paid,Principle_Paid,Total_Paid
2025-04-29,A00358,BIASHARA6W,334,146,480
2025-04-29,A00361,BIASHARA6W,63,437,500
2025-04-29,A00369,BIASHARA4W,250,1250,1500
2025-04-29,A00382,BIASHARA6W,0,368,368
2025-04-29,A00389,INUKA 4WKS,0,350,350
2025-04-29,A00390,INUKA6WKS,500,350,850
2025-04-29,A00391,INUKA6WKS,500,1167,1667
2025-04-29,A00393,BIASHARA4W,250,1250,1500
2025-04-29,A00397,BIASHARA4W,250,230,480
2025-04-29,A00403,BIASHARA4W,250,1250,1500
2025-04-29,A00427,BIASHARA6W,15,135,150
2025-04-29,A00428,INUKA 4WKS,500,2000,2500
2025-04-29,A00430,INUKA6WKS,500,1000,1500
2025-04-29,A00437,INUKA 4WKS,0,1000,1000
2025-04-29,A00438,BIASHARA6W,34,834,868
2025-04-29,A00439,BIASHARA4W,250,1250,1500
2025-04-29,A00443,BIASHARA6W,334,266,600
2025-04-29,A00444,BIASHARA4W,0,1000,1000
2025-04-29,A00447,BIASHARA4W,250,1250,1500
2025-04-29,A00451,BIASHARA4W,0,220,220
2025-04-29,A00459,INUKA6WKS,20,0,20
2025-04-29,A00471,BIASHARA6W,17,0,17
2025-04-29,A00472,INUKA6WKS,33,485,518
2025-04-30,A00056,BIASHARA6W,334,834,1168
2025-04-30,A00063,INUKA6WKS,503,1167,1670
2025-04-30,A00078,INUKA 4WKS,0,500,500
2025-04-30,A00081,BIASHARA6W,300,500,800
2025-04-30,A00088,INUKA6WKS,1000,1500,2500
2025-04-30,A00148,BIASHARA6W,329,1002,1331
2025-04-30,A00201,BIASHARA6W,334,830,1164
2025-04-30,A00333,INUKA6WKS,503,1167,1670
2025-04-30,A00335,BIASHARA6W,334,834,1168
2025-04-30,A00338,INUKA6WKS,36,731,767
2025-04-30,A00348,BIASHARA6W,334,834,1168
2025-04-30,A00358,BIASHARA6W,0,200,200
2025-04-30,A00361,BIASHARA6W,3,397,400
2025-04-30,A00362,BIASHARA6W,334,834,1168
2025-04-30,A00363,BIASHARA4W,250,750,1000
2025-04-30,A00366,BIASHARA6W,366,834,1200
2025-04-30,A00370,BIASHARA6W,334,834,1168
2025-04-30,A00372,BIASHARA4W,250,1250,1500
2025-04-30,A00376,INUKA6WKS,500,567,1067
2025-04-30,A00385,BIASHARA4W,500,2500,3000
2025-04-30,A00390,INUKA6WKS,0,650,650
2025-04-30,A00392,INUKA6WKS,500,1167,1667
2025-04-30,A00400,INUKA6WKS,508,1667,2175
2025-04-30,A00401,INUKA6WKS,500,100,600
2025-04-30,A00404,BIASHARA4W,250,1250,1500
2025-04-30,A00407,BIASHARA6W,334,766,1100
2025-04-30,A00440,BIASHARA4W,250,1250,1500
2025-04-30,A00443,BIASHARA6W,17,568,585
2025-04-30,A00451,BIASHARA4W,0,300,300
2025-05-01,A00032,BIASHARA6W,0,200,200
2025-05-01,A00079,BIASHARA6W,324,830,1154
2025-05-01,A00081,BIASHARA6W,0,320,320
2025-05-01,A00092,BIASHARA6W,328,262,590
2025-05-01,A00102,INUKA6WKS,497,553,1050
2025-05-01,A00105,INUKA6WKS,10,990,1000
2025-05-01,A00157,INUKA6WKS,0,67,67
2025-05-01,A00330,INUKA8WKS,525,875,1400
2025-05-01,A00331,INUKA6WKS,503,1167,1670
2025-05-01,A00365,INUKA 4WKS,250,540,790
2025-05-01,A00372,BIASHARA4W,500,2500,3000
2025-05-01,A00376,INUKA6WKS,0,600,600
2025-05-01,A00378,INUKA6WKS,500,1167,1667
2025-05-01,A00379,BIASHARA6W,0,168,168
2025-05-01,A00407,BIASHARA6W,12,68,80
2025-05-01,A00411,BIASHARA6W,334,834,1168
2025-05-01,A00413,INUKA 4WKS,500,1750,2250
2025-05-01,A00415,INUKA 4WKS,500,1750,2250
2025-05-01,A00417,INUKA6WKS,500,0,500
2025-05-01,A00451,BIASHARA4W,0,510,510
2025-05-01,A00452,BIASHARA6W,334,833,1167
2025-05-01,A00454,BIASHARA4W,250,1250,1500
2025-05-01,A00458,INUKA6WKS,500,1667,2167
2025-05-01,A00479,BIASHARA4W,250,1250,1500
2025-05-02,A00019,BIASHARA6W,119,581,700
2025-05-02,A00032,BIASHARA6W,100,200,300
2025-05-02,A00078,INUKA 4WKS,0,300,300
2025-05-02,A00092,BIASHARA6W,8,572,580
2025-05-02,A00102,INUKA6WKS,0,612,612
2025-05-02,A00105,INUKA6WKS,290,10,300
2025-05-02,A00121,INUKA6WKS,500,1167,1667
2025-05-02,A00133,INUKA8WKS,400,325,725
2025-05-02,A00209,INUKA8WKS,495,875,1370
2025-05-02,A00215,BIASHARA6W,190,830,1020
2025-05-02,A00331,INUKA6WKS,485,1165,1650
2025-05-02,A00333,INUKA6WKS,488,1165,1653
2025-05-02,A00338,INUKA6WKS,250,0,250
2025-05-02,A00358,BIASHARA6W,0,400,400
2025-05-02,A00377,BIASHARA6W,336,834,1170
2025-05-02,A00379,BIASHARA6W,334,316,650
2025-05-02,A00401,INUKA6WKS,0,800,800
2025-05-02,A00403,BIASHARA4W,500,2500,3000
2025-05-02,A00404,BIASHARA4W,500,2500,3000
2025-05-02,A00410,INUKA 4WKS,500,1750,2250
2025-05-02,A00412,INUKA6WKS,500,1000,1500
2025-05-02,A00414,INUKA 4WKS,250,1200,1450
2025-05-02,A00417,INUKA6WKS,0,1000,1000
2025-05-02,A00418,BIASHARA4W,250,1250,1500
2025-05-02,A00419,BIASHARA6W,334,666,1000
2025-05-02,A00420,INUKA6WKS,500,1167,1667
2025-05-02,A00448,BIASHARA4W,250,1250,1500
2025-05-02,A00449,INUKA 4WKS,500,1750,2250
2025-05-02,A00453,INUKA6WKS,500,800,1300
2025-05-02,A00455,BIASHARA6W,334,311,645
2025-05-02,A00456,INUKA 4WKS,500,2500,3000
2025-05-02,A00486,INUKA6WKS,0,15,15
2025-05-02,A00491,INUKA8WKS,5,0,5
2025-05-02,A00541,BIASHARA6W,200,0,200
2025-05-03,A00019,BIASHARA6W,0,249,249
2025-05-03,A00214,BIASHARA6W,326,834,1160
2025-05-03,A00338,INUKA6WKS,214,36,250
2025-05-03,A00358,BIASHARA6W,0,88,88
2025-05-03,A00363,BIASHARA4W,0,500,500
2025-05-03,A00401,INUKA6WKS,0,267,267
2025-05-03,A00451,BIASHARA4W,200,0,200
2025-05-03,A00455,BIASHARA6W,0,218,218
2025-05-04,A00338,INUKA6WKS,0,200,200
2025-05-04,A00374,INUKA6WKS,500,1167,1667
2025-05-04,A00383,INUKA6WKS,500,1667,2167
2025-05-04,A00421,BIASHARA4W,250,750,1000
2025-05-04,A00422,BIASHARA4W,250,1250,1500
2025-05-04,A00435,INUKA6WKS,500,1167,1667
2025-05-04,A00436,BIASHARA6W,334,834,1168
2025-05-04,A00451,BIASHARA4W,50,150,200
2025-05-04,A00466,BIASHARA6W,334,406,740
2025-05-04,A00467,BIASHARA6W,334,636,970
2025-05-04,A00541,BIASHARA6W,134,666,800
2025-05-05,A00039,BIASHARA6W,334,834,1168
2025-05-05,A00081,BIASHARA6W,34,14,48
2025-05-05,A00338,INUKA6WKS,0,200,200
2025-05-05,A00357,BIASHARA6W,334,834,1168
2025-05-05,A00360,BIASHARA4W,0,200,200
2025-05-05,A00365,INUKA 4WKS,250,320,570
2025-05-05,A00380,BIASHARA6W,334,834,1168
2025-05-05,A00382,BIASHARA6W,334,266,600
2025-05-05,A00384,BIASHARA6W,330,320,650
2025-05-05,A00387,BIASHARA4W,250,250,500
2025-05-05,A00388,INUKA6WKS,503,1167,1670
2025-05-05,A00389,INUKA 4WKS,450,0,450
2025-05-05,A00391,INUKA6WKS,500,800,1300
2025-05-05,A00414,INUKA 4WKS,0,1050,1050
2025-05-05,A00419,BIASHARA6W,0,168,168
2025-05-05,A00421,BIASHARA4W,0,500,500
2025-05-05,A00423,INUKA6WKS,500,1000,1500
2025-05-05,A00425,INUKA 4WKS,500,2250,2750
2025-05-05,A00426,INUKA6WKS,500,1167,1667
2025-05-05,A00427,BIASHARA6W,319,481,800
2025-05-05,A00429,INUKA 4WKS,500,1750,2250
2025-05-05,A00430,INUKA6WKS,500,1000,1500
2025-05-05,A00453,INUKA6WKS,0,367,367
2025-05-05,A00455,BIASHARA6W,0,305,305
2025-05-05,A00463,INUKA6WKS,502,1167,1669
2025-05-05,A00464,BIASHARA6W,334,834,1168
2025-05-05,A00466,BIASHARA6W,2,428,430
2025-05-05,A00467,BIASHARA6W,2,198,200
2025-05-05,A00470,INUKA6WKS,500,0,500
2025-05-05,A00471,BIASHARA6W,200,300,500
2025-05-05,A00472,INUKA6WKS,500,0,500
2025-05-05,A00473,INUKA6WKS,300,0,300
2025-05-05,A00477,INUKA 4WKS,500,800,1300
2025-05-05,A00478,BIASHARA4W,250,550,800
2025-05-05,A00541,BIASHARA6W,0,168,168
2025-05-06,A00012,BIASHARA6W,330,670,1000
2025-05-06,A00020,INUKA8WKS,500,875,1375
2025-05-06,A00054,BIASHARA6W,334,834,1168
2025-05-06,A00097,INUKA6WKS,500,500,1000
2025-05-06,A00127,INUKA6WKS,0,1000,1000
2025-05-06,A00338,INUKA6WKS,0,200,200
2025-05-06,A00348,BIASHARA6W,334,266,600
2025-05-06,A00361,BIASHARA6W,331,236,567
2025-05-06,A00370,BIASHARA6W,334,366,700
2025-05-06,A00384,BIASHARA6W,4,514,518
2025-05-06,A00389,INUKA 4WKS,50,800,850
2025-05-06,A00390,INUKA6WKS,500,10,510
2025-05-06,A00391,INUKA6WKS,0,367,367
2025-05-06,A00392,INUKA6WKS,500,1167,1667
2025-05-06,A00393,BIASHARA4W,250,1250,1500
2025-05-06,A00397,BIASHARA4W,0,1020,1020
2025-05-06,A00398,BIASHARA4W,250,1250,1500
2025-05-06,A00427,BIASHARA6W,17,353,370
2025-05-06,A00428,INUKA 4WKS,500,2000,2500
2025-05-06,A00434,INUKA 4WKS,1500,3500,5000
2025-05-06,A00437,INUKA 4WKS,500,350,850
2025-05-06,A00438,BIASHARA6W,334,766,1100
2025-05-06,A00439,BIASHARA4W,250,750,1000
2025-05-06,A00443,BIASHARA6W,341,834,1175
2025-05-06,A00444,BIASHARA4W,250,1250,1500
2025-05-06,A00447,BIASHARA4W,250,1250,1500
2025-05-06,A00459,INUKA6WKS,501,1334,1835
2025-05-06,A00465,BIASHARA4W,250,546,796
2025-05-06,A00468,INUKA6WKS,500,1000,1500
2025-05-06,A00470,INUKA6WKS,0,1000,1000
2025-05-06,A00471,BIASHARA6W,134,366,500
2025-05-06,A00472,INUKA6WKS,0,1170,1170
2025-05-06,A00473,INUKA6WKS,200,1167,1367
2025-05-06,A00474,INUKA8WKS,500,1000,1500
2025-05-06,A00475,INUKA 4WKS,500,2000,2500
2025-05-06,A00477,INUKA 4WKS,0,950,950
2025-05-06,A00478,BIASHARA4W,0,200,200
2025-05-06,A00482,BIASHARA4W,250,1250,1500
2025-05-07,A00029,BIASHARA6W,100,0,100
2025-05-07,A00056,BIASHARA6W,334,834,1168
2025-05-07,A00063,INUKA6WKS,511,1167,1678
2025-05-07,A00127,INUKA6WKS,0,1150,1150
2025-05-07,A00214,BIASHARA6W,659,1668,2327
2025-05-07,A00335,BIASHARA6W,334,834,1168
2025-05-07,A00338,INUKA6WKS,39,531,570
2025-05-07,A00348,BIASHARA6W,0,568,568
2025-05-07,A00360,BIASHARA4W,0,155,155
2025-05-07,A00361,BIASHARA6W,2,598,600
2025-05-07,A00362,BIASHARA6W,1002,2502,3504
2025-05-07,A00363,BIASHARA4W,250,250,500
2025-05-07,A00366,BIASHARA6W,288,512,800
2025-05-07,A00369,BIASHARA4W,250,1250,1500
2025-05-07,A00370,BIASHARA6W,0,185,185
2025-05-07,A00374,INUKA6WKS,500,1167,1667
2025-05-07,A00379,BIASHARA6W,0,350,350
2025-05-07,A00389,INUKA 4WKS,0,950,950
2025-05-07,A00390,INUKA6WKS,0,990,990
2025-05-07,A00407,BIASHARA6W,334,834,1168
2025-05-07,A00410,INUKA 4WKS,500,1750,2250
2025-05-07,A00411,BIASHARA6W,334,834,1168
2025-05-07,A00413,INUKA 4WKS,500,1750,2250
2025-05-07,A00417,INUKA6WKS,500,1000,1500
2025-05-07,A00437,INUKA 4WKS,0,1150,1150
2025-05-07,A00438,BIASHARA6W,0,68,68
2025-05-07,A00439,BIASHARA4W,0,500,500
2025-05-07,A00440,BIASHARA4W,250,250,500
2025-05-07,A00451,BIASHARA4W,0,800,800
2025-05-07,A00460,INUKA 4WKS,500,2000,2500
2025-05-07,A00465,BIASHARA4W,0,700,700
2025-05-07,A00469,INUKA6WKS,500,947,1447
2025-05-07,A00471,BIASHARA6W,4,168,172
2025-05-07,A00478,BIASHARA4W,0,350,350
2025-05-07,A00480,BIASHARA6W,334,834,1168
2025-05-07,A00481,BIASHARA4W,250,550,800
2025-05-07,A00483,BIASHARA4W,250,1250,1500
2025-05-08,A00020,INUKA8WKS,500,875,1375
2025-05-08,A00032,BIASHARA6W,200,0,200
2025-05-08,A00056,BIASHARA6W,334,830,1164
2025-05-08,A00078,INUKA 4WKS,0,500,500
2025-05-08,A00081,BIASHARA6W,300,670,970
2025-05-08,A00105,INUKA6WKS,210,490,700
2025-05-08,A00157,INUKA6WKS,500,950,1450
2025-05-08,A00330,INUKA8WKS,1275,2625,3900
2025-05-08,A00360,BIASHARA4W,0,400,400
2025-05-08,A00363,BIASHARA4W,0,1000,1000
2025-05-08,A00366,BIASHARA6W,53,322,375
2025-05-08,A00370,BIASHARA6W,0,283,283
2025-05-08,A00376,INUKA6WKS,500,1167,1667
2025-05-08,A00378,INUKA6WKS,500,1000,1500
2025-05-08,A00379,BIASHARA6W,0,168,168
2025-05-08,A00382,BIASHARA6W,0,568,568
2025-05-08,A00414,INUKA 4WKS,500,2250,2750
2025-05-08,A00415,INUKA 4WKS,500,1750,2250
2025-05-08,A00418,BIASHARA4W,250,1250,1500
2025-05-08,A00424,INUKA6WKS,500,1167,1667
2025-05-08,A00440,BIASHARA4W,0,1000,1000
2025-05-08,A00451,BIASHARA4W,0,300,300
2025-05-08,A00454,BIASHARA4W,300,1250,1550
2025-05-08,A00458,INUKA6WKS,500,1667,2167
2025-05-08,A00478,BIASHARA4W,0,150,150
2025-05-08,A00481,BIASHARA4W,0,700,700
2025-05-08,A00485,INUKA 4WKS,500,2000,2500
2025-05-08,A00486,INUKA6WKS,333,917,1250
2025-05-08,A00496,INUKA6WKS,533,1167,1700
2025-05-08,A00497,BIASHARA6W,334,834,1168
2025-05-08,A00498,BIASHARA6W,334,834,1168
2025-05-08,A00514,BIASHARA6W,7,0,7
2025-05-09,A00121,INUKA6WKS,980,2334,3314
2025-05-09,A00133,INUKA8WKS,505,875,1380
2025-05-09,A00150,BIASHARA6W,0,200,200
2025-05-09,A00157,INUKA6WKS,0,217,217
2025-05-09,A00338,INUKA6WKS,200,0,200
2025-05-09,A00358,BIASHARA6W,334,316,650
2025-05-09,A00360,BIASHARA4W,250,200,450
2025-05-09,A00377,BIASHARA6W,996,2502,3498
2025-05-09,A00378,INUKA6WKS,33,167,200
2025-05-09,A00379,BIASHARA6W,328,172,500
2025-05-09,A00380,BIASHARA6W,334,834,1168
2025-05-09,A00387,BIASHARA4W,0,1000,1000
2025-05-09,A00389,INUKA 4WKS,500,1750,2250
2025-05-09,A00393,BIASHARA4W,250,1250,1500
2025-05-09,A00400,INUKA6WKS,500,1667,2167
2025-05-09,A00402,BIASHARA6W,332,368,700
2025-05-09,A00420,INUKA6WKS,500,1167,1667
2025-05-09,A00449,INUKA 4WKS,500,1750,2250
2025-05-09,A00452,BIASHARA6W,334,835,1169
2025-05-09,A00456,INUKA 4WKS,500,2500,3000
2025-05-09,A00486,INUKA6WKS,170,250,420
2025-05-09,A00488,INUKA6WKS,503,1167,1670
2025-05-09,A00491,INUKA8WKS,500,875,1375
2025-05-09,A00494,BIASHARA4W,250,1100,1350
2025-05-09,A00495,INUKA6WKS,500,1167,1667
2025-05-09,A00499,BIASHARA6W,336,834,1170
2025-05-09,A00535,INUKA6WKS,15,0,15
2025-05-09,A00536,INUKA6WKS,18,0,18
2025-05-09,A00541,BIASHARA6W,334,666,1000
2025-05-10,A00335,BIASHARA6W,328,72,400
2025-05-10,A00338,INUKA6WKS,200,0,200
2025-05-10,A00360,BIASHARA4W,0,270,270
2025-05-10,A00379,BIASHARA6W,6,94,100
2025-05-10,A00419,BIASHARA6W,334,834,1168
2025-05-10,A00448,BIASHARA4W,250,1250,1500
2025-05-10,A00455,BIASHARA6W,296,4,300
2025-05-10,A00465,BIASHARA4W,96,4,100
2025-05-10,A00494,BIASHARA4W,0,150,150
2025-05-11,A00338,INUKA6WKS,61,139,200
2025-05-11,A00358,BIASHARA6W,0,340,340
2025-05-11,A00402,BIASHARA6W,0,450,450
2025-05-11,A00421,BIASHARA4W,250,750,1000
2025-05-11,A00423,INUKA6WKS,500,500,1000
2025-05-11,A00426,INUKA6WKS,500,500,1000
2025-05-11,A00435,INUKA6WKS,500,1167,1667
2025-05-11,A00436,BIASHARA6W,334,834,1168
2025-05-11,A00453,INUKA6WKS,500,900,1400
2025-05-11,A00464,BIASHARA6W,334,834,1168
2025-05-12,A00338,INUKA6WKS,0,1026,1026
2025-05-12,A00348,BIASHARA6W,334,830,1164
2025-05-12,A00357,BIASHARA6W,668,1664,2332
2025-05-12,A00358,BIASHARA6W,334,566,900
2025-05-12,A00360,BIASHARA4W,0,200,200
2025-05-12,A00361,BIASHARA6W,332,658,990
2025-05-12,A00383,INUKA6WKS,500,1667,2167
2025-05-12,A00387,BIASHARA4W,250,250,500
2025-05-12,A00388,INUKA6WKS,497,1103,1600
2025-05-12,A00391,INUKA6WKS,1500,3501,5001
2025-05-12,A00398,BIASHARA4W,250,1250,1500
2025-05-12,A00415,INUKA 4WKS,500,1750,2250
2025-05-12,A00421,BIASHARA4W,0,500,500
2025-05-12,A00422,BIASHARA4W,250,1250,1500
2025-05-12,A00423,INUKA6WKS,0,500,500
2025-05-12,A00425,INUKA 4WKS,500,2250,2750
2025-05-12,A00427,BIASHARA6W,317,263,580
2025-05-12,A00428,INUKA 4WKS,1000,4000,5000
2025-05-12,A00429,INUKA 4WKS,1000,3500,4500
2025-05-12,A00444,BIASHARA4W,250,1250,1500
2025-05-12,A00447,BIASHARA4W,250,1250,1500
2025-05-12,A00453,INUKA6WKS,0,267,267
2025-05-12,A00455,BIASHARA6W,0,295,295
2025-05-12,A00459,INUKA6WKS,506,1334,1840
2025-05-12,A00463,INUKA6WKS,503,1167,1670
2025-05-12,A00465,BIASHARA4W,154,146,300
2025-05-12,A00466,BIASHARA6W,334,834,1168
2025-05-12,A00470,INUKA6WKS,500,250,750
2025-05-12,A00471,BIASHARA6W,200,0,200
2025-05-12,A00473,INUKA6WKS,500,167,667
2025-05-12,A00505,BIASHARA6W,334,834,1168
2025-05-12,A00507,BIASHARA4W,250,1250,1500
2025-05-12,A00541,BIASHARA6W,0,168,168
2025-05-12,A00543,INUKA6WKS,39,0,39
2025-05-12,A00556,BIASHARA6W,20,0,20
2025-05-12,A00557,BIASHARA6W,20,0,20
2025-05-12,A00787,BIASHARA4W,0,4,4
2025-05-13,A00039,BIASHARA6W,334,830,1164
2025-05-13,A00054,BIASHARA6W,334,830,1164
2025-05-13,A00063,INUKA6WKS,459,1165,1624
2025-05-13,A00078,INUKA 4WKS,200,300,500
2025-05-13,A00081,BIASHARA6W,0,100,100
2025-05-13,A00092,BIASHARA6W,334,834,1168
2025-05-13,A00105,INUKA6WKS,0,300,300
2025-05-13,A00335,BIASHARA6W,0,500,500
2025-05-13,A00360,BIASHARA4W,0,200,200
2025-05-13,A00361,BIASHARA6W,74,176,250
2025-05-13,A00379,BIASHARA6W,0,400,400
2025-05-13,A00384,BIASHARA6W,328,372,700
2025-05-13,A00388,INUKA6WKS,70,64,134
2025-05-13,A00390,INUKA6WKS,500,0,500
2025-05-13,A00392,INUKA6WKS,500,1167,1667
2025-05-13,A00410,INUKA 4WKS,500,1750,2250
2025-05-13,A00412,INUKA6WKS,500,1000,1500
2025-05-13,A00413,INUKA 4WKS,500,1750,2250
2025-05-13,A00417,INUKA6WKS,500,1000,1500
2025-05-13,A00418,BIASHARA4W,250,1250,1500
2025-05-13,A00427,BIASHARA6W,19,571,590
2025-05-13,A00437,INUKA 4WKS,500,380,880
2025-05-13,A00438,BIASHARA6W,334,816,1150
2025-05-13,A00439,BIASHARA4W,250,750,1000
2025-05-13,A00443,BIASHARA6W,341,834,1175
2025-05-13,A00455,BIASHARA6W,0,490,490
2025-05-13,A00456,INUKA 4WKS,1000,5000,6000
2025-05-13,A00465,BIASHARA4W,0,300,300
2025-05-13,A00467,BIASHARA6W,332,468,800
2025-05-13,A00470,INUKA6WKS,0,750,750
2025-05-13,A00472,INUKA6WKS,500,1670,2170
2025-05-13,A00473,INUKA6WKS,0,1000,1000
2025-05-13,A00474,INUKA8WKS,500,950,1450
2025-05-13,A00477,INUKA 4WKS,500,1750,2250
2025-05-13,A00479,BIASHARA4W,250,550,800
2025-05-13,A00503,INUKA6WKS,503,1667,2170
2025-05-13,A00506,BIASHARA6W,334,834,1168
2025-05-13,A00509,BIASHARA6W,366,834,1200
2025-05-13,A00512,BIASHARA6W,334,466,800
2025-05-13,A00529,BIASHARA4W,250,50,300
2025-05-13,A00560,INUKA6WKS,0,44,44
2025-05-13,A00790,INUKA 4WKS,0,500,500
2025-05-14,A00012,BIASHARA6W,334,176,510
2025-05-14,A00032,BIASHARA6W,34,366,400
2025-05-14,A00170,INUKA6WKS,107,143,250
2025-05-14,A00335,BIASHARA6W,0,258,258
2025-05-14,A00358,BIASHARA6W,0,450,450
2025-05-14,A00360,BIASHARA4W,0,180,180
2025-05-14,A00376,INUKA6WKS,500,1167,1667
2025-05-14,A00384,BIASHARA6W,0,200,200
2025-05-14,A00390,INUKA6WKS,0,450,450
2025-05-14,A00411,BIASHARA6W,315,485,800
2025-05-14,A00426,INUKA6WKS,0,667,667
2025-05-14,A00430,INUKA6WKS,500,500,1000
2025-05-14,A00437,INUKA 4WKS,0,540,540
2025-05-14,A00438,BIASHARA6W,2,18,20
2025-05-14,A00439,BIASHARA4W,0,500,500
2025-05-14,A00440,BIASHARA4W,300,1250,1550
2025-05-14,A00455,BIASHARA6W,55,45,100
2025-05-14,A00465,BIASHARA4W,0,800,800
2025-05-14,A00467,BIASHARA6W,2,366,368
2025-05-14,A00469,INUKA6WKS,40,220,260
2025-05-14,A00471,BIASHARA6W,130,170,300
2025-05-14,A00474,INUKA8WKS,0,50,50
2025-05-14,A00475,INUKA 4WKS,500,500,1000
2025-05-14,A00478,BIASHARA4W,250,1250,1500
2025-05-14,A00479,BIASHARA4W,0,700,700
2025-05-14,A00480,BIASHARA6W,334,834,1168
2025-05-14,A00481,BIASHARA4W,250,150,400
2025-05-14,A00482,BIASHARA4W,250,1250,1500
2025-05-14,A00483,BIASHARA4W,250,1250,1500
2025-05-14,A00485,INUKA 4WKS,500,500,1000
2025-05-14,A00487,INUKA8WKS,500,875,1375
2025-05-14,A00496,INUKA6WKS,467,463,930
2025-05-14,A00511,BIASHARA6W,334,566,900
2025-05-14,A00512,BIASHARA6W,0,368,368
2025-05-14,A00513,BIASHARA6W,336,834,1170
2025-05-14,A00520,BIASHARA6W,334,416,750
2025-05-14,A00521,BIASHARA4W,250,1250,1500
2025-05-14,A00522,BIASHARA6W,336,834,1170
2025-05-14,A00523,BIASHARA6W,336,834,1170
2025-05-14,A00524,INUKA6WKS,500,1167,1667
2025-05-14,A00543,INUKA6WKS,250,0,250
2025-05-14,A00934,BIASHARA6W,12,0,12
2025-05-15,A00032,BIASHARA6W,0,464,464
2025-05-15,A00081,BIASHARA6W,334,898,1232
2025-05-15,A00123,BIASHARA6W,322,830,1152
2025-05-15,A00360,BIASHARA4W,0,150,150
2025-05-15,A00365,INUKA 4WKS,0,140,140
2025-05-15,A00370,BIASHARA6W,334,834,1168
2025-05-15,A00374,INUKA6WKS,500,1167,1667
2025-05-15,A00378,INUKA6WKS,500,1167,1667
2025-05-15,A00379,BIASHARA6W,0,168,168
2025-05-15,A00382,BIASHARA6W,334,466,800
2025-05-15,A00384,BIASHARA6W,8,262,270
2025-05-15,A00390,INUKA6WKS,0,550,550
2025-05-15,A00397,BIASHARA4W,200,0,200
2025-05-15,A00411,BIASHARA6W,19,349,368
2025-05-15,A00414,INUKA 4WKS,500,2250,2750
2025-05-15,A00430,INUKA6WKS,0,500,500
2025-05-15,A00437,INUKA 4WKS,0,580,580
2025-05-15,A00451,BIASHARA4W,250,730,980
2025-05-15,A00452,BIASHARA6W,334,834,1168
2025-05-15,A00458,INUKA6WKS,500,1667,2167
2025-05-15,A00471,BIASHARA6W,24,664,688
2025-05-15,A00485,INUKA 4WKS,0,1500,1500
2025-05-15,A00496,INUKA6WKS,96,704,800
2025-05-15,A00497,BIASHARA6W,334,834,1168
2025-05-15,A00498,BIASHARA6W,334,834,1168
2025-05-15,A00514,BIASHARA6W,334,706,1040
2025-05-15,A00515,INUKA8WKS,525,875,1400
2025-05-15,A00520,BIASHARA6W,0,418,418
2025-05-15,A00525,BIASHARA6W,334,834,1168
2025-05-15,A00526,BIASHARA4W,250,1250,1500
2025-05-15,A00528,BIASHARA4W,250,1250,1500
2025-05-15,A00537,INUKA6WKS,500,100,600
2025-05-15,A00538,INUKA 4WKS,500,1750,2250
2025-05-15,A00543,INUKA6WKS,200,0,200
2025-05-16,A00157,INUKA6WKS,500,1100,1600
2025-05-16,A00360,BIASHARA4W,0,170,170
2025-05-16,A00376,INUKA6WKS,500,1165,1665
2025-05-16,A00378,INUKA6WKS,467,1165,1632
2025-05-16,A00380,BIASHARA6W,652,1668,2320
2025-05-16,A00382,BIASHARA6W,0,368,368
2025-05-16,A00384,BIASHARA6W,660,1668,2328
2025-05-16,A00400,INUKA6WKS,484,683,1167
2025-05-16,A00407,BIASHARA6W,334,834,1168
2025-05-16,A00411,BIASHARA6W,649,1668,2317
2025-05-16,A00419,BIASHARA6W,334,666,1000
2025-05-16,A00420,INUKA6WKS,500,1167,1667
2025-05-16,A00449,INUKA 4WKS,1000,3500,4500
2025-05-16,A00451,BIASHARA4W,0,520,520
2025-05-16,A00454,BIASHARA4W,300,1250,1550
2025-05-16,A00460,INUKA 4WKS,500,2000,2500
2025-05-16,A00468,INUKA6WKS,500,1000,1500
2025-05-16,A00469,INUKA6WKS,460,540,1000
2025-05-16,A00475,INUKA 4WKS,0,500,500
2025-05-16,A00481,BIASHARA4W,0,600,600
2025-05-16,A00486,INUKA6WKS,330,670,1000
2025-05-16,A00488,INUKA6WKS,503,1167,1670
2025-05-16,A00494,BIASHARA4W,250,1010,1260
2025-05-16,A00504,BIASHARA6W,334,336,670
2025-05-16,A00511,BIASHARA6W,0,200,200
2025-05-16,A00514,BIASHARA6W,0,128,128
2025-05-16,A00529,BIASHARA4W,0,600,600
2025-05-16,A00534,INUKA 4WKS,500,1750,2250
2025-05-16,A00537,INUKA6WKS,0,1067,1067
2025-05-16,A00539,INUKA8WKS,500,875,1375
2025-05-16,A00543,INUKA6WKS,50,150,200
2025-05-16,A00579,BIASHARA6W,282,0,282
2025-05-16,A00580,INUKA 4WKS,0,100,100
2025-05-16,A00581,BIASHARA6W,8,0,8
2025-05-16,A00583,INUKA6WKS,75,0,75
2025-05-17,A00092,BIASHARA6W,326,174,500
2025-05-17,A00133,INUKA8WKS,95,205,300
2025-05-17,A00360,BIASHARA4W,250,50,300
2025-05-17,A00387,BIASHARA4W,0,1000,1000
2025-05-17,A00402,BIASHARA6W,334,166,500
2025-05-17,A00424,INUKA6WKS,500,1167,1667
2025-05-17,A00475,INUKA 4WKS,0,500,500
2025-05-17,A00481,BIASHARA4W,0,500,500
